,ParentClass,ParentName,ParentCategory,Collection,ChildClass,ChildName,ChildCategory
1010,Node,315,3,Zone,Zone,32,-
1011,Node,316,3,Zone,Zone,32,-
1012,Node,317,3,Zone,Zone,32,-
1013,Node,318,3,Zone,Zone,32,-
1014,Node,319,3,Zone,Zone,32,-
1015,Node,320,3,Zone,Zone,32,-
1016,Node,321,3,Zone,Zone,32,-
1017,Node,322,3,Zone,Zone,32,-
1018,Node,323,3,Zone,Zone,32,-
1019,Node,324,3,Zone,Zone,32,-
1020,Node,325,3,Zone,Zone,32,-
1021,Node,326,3,Zone,Zone,32,-
1022,Node,327,3,Zone,Zone,32,-
1023,Line,101_102_1,AC_1,Node From,Node,101,1
1024,Line,101_103_1,AC_1,Node From,Node,101,1
1025,Line,101_105_1,AC_1,Node From,Node,101,1
1026,Line,102_104_1,AC_1,Node From,Node,102,1
1027,Line,102_106_1,AC_1,Node From,Node,102,1
1028,Line,103_109_1,AC_1,Node From,Node,103,1
1029,Line,103_124_1,AC_1,Node From,Node,103,1
1030,Line,104_109_1,AC_1,Node From,Node,104,1
1031,Line,105_110_1,AC_1,Node From,Node,105,1
1032,Line,106_110_1,AC_1,Node From,Node,106,1
1033,Line,107_108_1,AC_1,Node From,Node,107,1
1034,Line,108_109_1,AC_1,Node From,Node,108,1
1035,Line,108_110_1,AC_1,Node From,Node,108,1
1036,Line,109_111_1,AC_1,Node From,Node,109,1
1037,Line,109_112_1,AC_1,Node From,Node,109,1
1038,Line,110_111_1,AC_1,Node From,Node,110,1
1039,Line,110_112_1,AC_1,Node From,Node,110,1
1040,Line,111_113_1,AC_1,Node From,Node,111,1
1041,Line,111_114_1,AC_1,Node From,Node,111,1
1042,Line,112_113_1,AC_1,Node From,Node,112,1
1043,Line,112_123_1,AC_1,Node From,Node,112,1
1044,Line,113_123_1,AC_1,Node From,Node,113,1
1045,Line,114_116_1,AC_1,Node From,Node,114,1
1046,Line,115_116_1,AC_1,Node From,Node,115,1
1047,Line,115_121_1,AC_1,Node From,Node,115,1
1048,Line,115_121_2,AC_1,Node From,Node,115,1
1049,Line,115_124_1,AC_1,Node From,Node,115,1
1050,Line,116_117_1,AC_1,Node From,Node,116,1
1051,Line,116_119_1,AC_1,Node From,Node,116,1
1052,Line,117_118_1,AC_1,Node From,Node,117,1
1053,Line,117_122_1,AC_1,Node From,Node,117,1
1054,Line,118_121_1,AC_1,Node From,Node,118,1
1055,Line,118_121_2,AC_1,Node From,Node,118,1
1056,Line,119_120_1,AC_1,Node From,Node,119,1
1057,Line,119_120_2,AC_1,Node From,Node,119,1
1058,Line,120_123_1,AC_1,Node From,Node,120,1
1059,Line,120_123_2,AC_1,Node From,Node,120,1
1060,Line,121_122_1,AC_1,Node From,Node,121,1
1061,Line,201_202_1,AC_2,Node From,Node,201,2
1062,Line,201_203_1,AC_2,Node From,Node,201,2
1063,Line,201_205_1,AC_2,Node From,Node,201,2
1064,Line,202_204_1,AC_2,Node From,Node,202,2
1065,Line,202_206_1,AC_2,Node From,Node,202,2
1066,Line,203_209_1,AC_2,Node From,Node,203,2
1067,Line,203_224_1,AC_2,Node From,Node,203,2
1068,Line,204_209_1,AC_2,Node From,Node,204,2
1069,Line,205_210_1,AC_2,Node From,Node,205,2
1070,Line,206_210_1,AC_2,Node From,Node,206,2
1071,Line,207_208_1,AC_2,Node From,Node,207,2
1072,Line,208_209_1,AC_2,Node From,Node,208,2
1073,Line,208_210_1,AC_2,Node From,Node,208,2
1074,Line,209_211_1,AC_2,Node From,Node,209,2
1075,Line,209_212_1,AC_2,Node From,Node,209,2
1076,Line,210_211_1,AC_2,Node From,Node,210,2
1077,Line,210_212_1,AC_2,Node From,Node,210,2
1078,Line,211_213_1,AC_2,Node From,Node,211,2
1079,Line,211_214_1,AC_2,Node From,Node,211,2
1080,Line,212_213_1,AC_2,Node From,Node,212,2
1081,Line,212_223_1,AC_2,Node From,Node,212,2
1082,Line,213_223_1,AC_2,Node From,Node,213,2
1083,Line,214_216_1,AC_2,Node From,Node,214,2
1084,Line,215_216_1,AC_2,Node From,Node,215,2
1085,Line,215_221_1,AC_2,Node From,Node,215,2
1086,Line,215_221_2,AC_2,Node From,Node,215,2
1087,Line,215_224_1,AC_2,Node From,Node,215,2
1088,Line,216_217_1,AC_2,Node From,Node,216,2
1089,Line,216_219_1,AC_2,Node From,Node,216,2
1090,Line,217_218_1,AC_2,Node From,Node,217,2
1091,Line,217_222_1,AC_2,Node From,Node,217,2
1092,Line,218_221_1,AC_2,Node From,Node,218,2
1093,Line,218_221_2,AC_2,Node From,Node,218,2
1094,Line,219_220_1,AC_2,Node From,Node,219,2
1095,Line,219_220_2,AC_2,Node From,Node,219,2
1096,Line,220_223_1,AC_2,Node From,Node,220,2
1097,Line,220_223_2,AC_2,Node From,Node,220,2
1098,Line,221_222_1,AC_2,Node From,Node,221,2
1099,Line,301_302_1,AC_3,Node From,Node,301,3
1100,Line,301_303_1,AC_3,Node From,Node,301,3
1101,Line,301_305_1,AC_3,Node From,Node,301,3
1102,Line,302_304_1,AC_3,Node From,Node,302,3
1103,Line,302_306_1,AC_3,Node From,Node,302,3
1104,Line,303_309_1,AC_3,Node From,Node,303,3
1105,Line,303_324_1,AC_3,Node From,Node,303,3
1106,Line,304_309_1,AC_3,Node From,Node,304,3
1107,Line,305_310_1,AC_3,Node From,Node,305,3
1108,Line,306_310_1,AC_3,Node From,Node,306,3
1109,Line,307_308_1,AC_3,Node From,Node,307,3
1110,Line,308_309_1,AC_3,Node From,Node,308,3
1111,Line,308_310_1,AC_3,Node From,Node,308,3
1112,Line,309_311_1,AC_3,Node From,Node,309,3
1113,Line,309_312_1,AC_3,Node From,Node,309,3
1114,Line,310_311_1,AC_3,Node From,Node,310,3
1115,Line,310_312_1,AC_3,Node From,Node,310,3
1116,Line,311_313_1,AC_3,Node From,Node,311,3
1117,Line,311_314_1,AC_3,Node From,Node,311,3
1118,Line,312_313_1,AC_3,Node From,Node,312,3
1119,Line,312_323_1,AC_3,Node From,Node,312,3
1120,Line,313_323_1,AC_3,Node From,Node,313,3
1121,Line,313_326_1,AC_3,Node From,Node,326,3
1122,Line,314_316_1,AC_3,Node From,Node,314,3
1123,Line,315_316_1,AC_3,Node From,Node,315,3
1124,Line,315_321_1,AC_3,Node From,Node,315,3
1125,Line,315_321_2,AC_3,Node From,Node,315,3
1126,Line,315_324_1,AC_3,Node From,Node,315,3
1127,Line,315_327_1,AC_3,Node From,Node,315,3
1128,Line,316_317_1,AC_3,Node From,Node,316,3
1129,Line,316_319_1,AC_3,Node From,Node,316,3
1130,Line,317_318_1,AC_3,Node From,Node,317,3
1131,Line,317_322_1,AC_3,Node From,Node,317,3
1132,Line,318_321_1,AC_3,Node From,Node,318,3
1133,Line,318_321_2,AC_3,Node From,Node,318,3
1134,Line,319_320_1,AC_3,Node From,Node,319,3
1135,Line,319_320_2,AC_3,Node From,Node,319,3
1136,Line,320_323_1,AC_3,Node From,Node,320,3
1137,Line,320_323_2,AC_3,Node From,Node,320,3
1138,Line,321_322_1,AC_3,Node From,Node,321,3
1139,Line,323_325_1,AC_3,Node From,Node,323,3
1140,Line,107_203_1,Interstate_AC,Node From,Node,107,1
1141,Line,113_215_1,Interstate_AC,Node From,Node,113,1
1142,Line,123_217_1,Interstate_AC,Node From,Node,123,1
1143,Line,318_223_1,Interstate_AC,Node From,Node,318,3
1144,Line,325_121_1,Interstate_AC,Node From,Node,325,3
1145,Line,113_316_1,Interstate_DC,Node From,Node,113,1
1146,Line,101_102_1,AC_1,Node To,Node,102,1
1147,Line,101_103_1,AC_1,Node To,Node,103,1
1148,Line,101_105_1,AC_1,Node To,Node,105,1
1149,Line,102_104_1,AC_1,Node To,Node,104,1
1150,Line,102_106_1,AC_1,Node To,Node,106,1
1151,Line,103_109_1,AC_1,Node To,Node,109,1
1152,Line,103_124_1,AC_1,Node To,Node,124,1
1153,Line,104_109_1,AC_1,Node To,Node,109,1
1154,Line,105_110_1,AC_1,Node To,Node,110,1
1155,Line,106_110_1,AC_1,Node To,Node,110,1
1156,Line,107_108_1,AC_1,Node To,Node,108,1
1157,Line,108_109_1,AC_1,Node To,Node,109,1
1158,Line,108_110_1,AC_1,Node To,Node,110,1
1159,Line,109_111_1,AC_1,Node To,Node,111,1
1160,Line,109_112_1,AC_1,Node To,Node,112,1
1161,Line,110_111_1,AC_1,Node To,Node,111,1
1162,Line,110_112_1,AC_1,Node To,Node,112,1
1163,Line,111_113_1,AC_1,Node To,Node,113,1
1164,Line,111_114_1,AC_1,Node To,Node,114,1
1165,Line,112_113_1,AC_1,Node To,Node,113,1
1166,Line,112_123_1,AC_1,Node To,Node,123,1
1167,Line,113_123_1,AC_1,Node To,Node,123,1
1168,Line,114_116_1,AC_1,Node To,Node,116,1
1169,Line,115_116_1,AC_1,Node To,Node,116,1
1170,Line,115_121_1,AC_1,Node To,Node,121,1
1171,Line,115_121_2,AC_1,Node To,Node,121,1
1172,Line,115_124_1,AC_1,Node To,Node,124,1
1173,Line,116_117_1,AC_1,Node To,Node,117,1
1174,Line,116_119_1,AC_1,Node To,Node,119,1
1175,Line,117_118_1,AC_1,Node To,Node,118,1
1176,Line,117_122_1,AC_1,Node To,Node,122,1
1177,Line,118_121_1,AC_1,Node To,Node,121,1
1178,Line,118_121_2,AC_1,Node To,Node,121,1
1179,Line,119_120_1,AC_1,Node To,Node,120,1
1180,Line,119_120_2,AC_1,Node To,Node,120,1
1181,Line,120_123_1,AC_1,Node To,Node,123,1
1182,Line,120_123_2,AC_1,Node To,Node,123,1
1183,Line,121_122_1,AC_1,Node To,Node,122,1
1184,Line,201_202_1,AC_2,Node To,Node,202,2
1185,Line,201_203_1,AC_2,Node To,Node,203,2
1186,Line,201_205_1,AC_2,Node To,Node,205,2
1187,Line,202_204_1,AC_2,Node To,Node,204,2
1188,Line,202_206_1,AC_2,Node To,Node,206,2
1189,Line,203_209_1,AC_2,Node To,Node,209,2
1190,Line,203_224_1,AC_2,Node To,Node,224,2
1191,Line,204_209_1,AC_2,Node To,Node,209,2
1192,Line,205_210_1,AC_2,Node To,Node,210,2
1193,Line,206_210_1,AC_2,Node To,Node,210,2
1194,Line,207_208_1,AC_2,Node To,Node,208,2
1195,Line,208_209_1,AC_2,Node To,Node,209,2
1196,Line,208_210_1,AC_2,Node To,Node,210,2
1197,Line,209_211_1,AC_2,Node To,Node,211,2
1198,Line,209_212_1,AC_2,Node To,Node,212,2
1199,Line,210_211_1,AC_2,Node To,Node,211,2
1200,Line,210_212_1,AC_2,Node To,Node,212,2
1201,Line,211_213_1,AC_2,Node To,Node,213,2
1202,Line,211_214_1,AC_2,Node To,Node,214,2
1203,Line,212_213_1,AC_2,Node To,Node,213,2
1204,Line,212_223_1,AC_2,Node To,Node,223,2
1205,Line,213_223_1,AC_2,Node To,Node,223,2
1206,Line,214_216_1,AC_2,Node To,Node,216,2
1207,Line,215_216_1,AC_2,Node To,Node,216,2
1208,Line,215_221_1,AC_2,Node To,Node,221,2
1209,Line,215_221_2,AC_2,Node To,Node,221,2
1210,Line,215_224_1,AC_2,Node To,Node,224,2
1211,Line,216_217_1,AC_2,Node To,Node,217,2
1212,Line,216_219_1,AC_2,Node To,Node,219,2
1213,Line,217_218_1,AC_2,Node To,Node,218,2
1214,Line,217_222_1,AC_2,Node To,Node,222,2
1215,Line,218_221_1,AC_2,Node To,Node,221,2
1216,Line,218_221_2,AC_2,Node To,Node,221,2
1217,Line,219_220_1,AC_2,Node To,Node,220,2
1218,Line,219_220_2,AC_2,Node To,Node,220,2
1219,Line,220_223_1,AC_2,Node To,Node,223,2
1220,Line,220_223_2,AC_2,Node To,Node,223,2
1221,Line,221_222_1,AC_2,Node To,Node,222,2
1222,Line,301_302_1,AC_3,Node To,Node,302,3
1223,Line,301_303_1,AC_3,Node To,Node,303,3
1224,Line,301_305_1,AC_3,Node To,Node,305,3
1225,Line,302_304_1,AC_3,Node To,Node,304,3
1226,Line,302_306_1,AC_3,Node To,Node,306,3
1227,Line,303_309_1,AC_3,Node To,Node,309,3
1228,Line,303_324_1,AC_3,Node To,Node,324,3
1229,Line,304_309_1,AC_3,Node To,Node,309,3
1230,Line,305_310_1,AC_3,Node To,Node,310,3
1231,Line,306_310_1,AC_3,Node To,Node,310,3
1232,Line,307_308_1,AC_3,Node To,Node,308,3
1233,Line,308_309_1,AC_3,Node To,Node,309,3
1234,Line,308_310_1,AC_3,Node To,Node,310,3
1235,Line,309_311_1,AC_3,Node To,Node,311,3
1236,Line,309_312_1,AC_3,Node To,Node,312,3
1237,Line,310_311_1,AC_3,Node To,Node,311,3
1238,Line,310_312_1,AC_3,Node To,Node,312,3
1239,Line,311_313_1,AC_3,Node To,Node,313,3
1240,Line,311_314_1,AC_3,Node To,Node,314,3
1241,Line,312_313_1,AC_3,Node To,Node,313,3
1242,Line,312_323_1,AC_3,Node To,Node,323,3
1243,Line,313_323_1,AC_3,Node To,Node,323,3
1244,Line,313_326_1,AC_3,Node To,Node,313,3
1245,Line,314_316_1,AC_3,Node To,Node,316,3
1246,Line,315_316_1,AC_3,Node To,Node,316,3
1247,Line,315_321_1,AC_3,Node To,Node,321,3
1248,Line,315_321_2,AC_3,Node To,Node,321,3
1249,Line,315_324_1,AC_3,Node To,Node,324,3
1250,Line,315_327_1,AC_3,Node To,Node,327,3
1251,Line,316_317_1,AC_3,Node To,Node,317,3
1252,Line,316_319_1,AC_3,Node To,Node,319,3
1253,Line,317_318_1,AC_3,Node To,Node,318,3
1254,Line,317_322_1,AC_3,Node To,Node,322,3
1255,Line,318_321_1,AC_3,Node To,Node,321,3
1256,Line,318_321_2,AC_3,Node To,Node,321,3
1257,Line,319_320_1,AC_3,Node To,Node,320,3
1258,Line,319_320_2,AC_3,Node To,Node,320,3
1259,Line,320_323_1,AC_3,Node To,Node,323,3
1260,Line,320_323_2,AC_3,Node To,Node,323,3
1261,Line,321_322_1,AC_3,Node To,Node,322,3
1262,Line,323_325_1,AC_3,Node To,Node,325,3
1263,Line,107_203_1,Interstate_AC,Node To,Node,203,2
1264,Line,113_215_1,Interstate_AC,Node To,Node,215,2
1265,Line,123_217_1,Interstate_AC,Node To,Node,217,2
1266,Line,318_223_1,Interstate_AC,Node To,Node,223,2
1267,Line,325_121_1,Interstate_AC,Node To,Node,121,1
1268,Line,113_316_1,Interstate_DC,Node To,Node,316,3
1269,Constraint,Min Region 3 Gen,-,Regions,Region,3,-
1270,System,System,-,Constraints,Constraint,FueMaxOffYear_NG/CT,Fuel Offtake
1271,Constraint,FueMaxOffYear_NG/CT,Fuel Offtake,Fuels,Fuel,NG/CT,-
1272,Region,1,-,Generators,Generator,101_3,Coal/Steam
1273,Region,1,-,Generators,Generator,101_4,Coal/Steam
1274,Region,1,-,Generators,Generator,101_5,Coal/Steam
1275,Region,1,-,Generators,Generator,102_3,Coal/Steam
1276,Region,1,-,Generators,Generator,102_4,Coal/Steam
1277,Region,1,-,Generators,Generator,115_3,Coal/Steam
1278,Region,1,-,Generators,Generator,116_1,Coal/Steam
1279,Region,1,-,Generators,Generator,123_2,Coal/Steam
1280,Region,1,-,Generators,Generator,123_3,Coal/Steam
1281,Region,2,-,Generators,Generator,201_3,Coal/Steam
1282,Region,2,-,Generators,Generator,202_3,Coal/Steam
1283,Region,2,-,Generators,Generator,202_4,Coal/Steam
1284,Region,2,-,Generators,Generator,216_1,Coal/Steam
1285,Region,2,-,Generators,Generator,223_1,Coal/Steam
1286,Region,2,-,Generators,Generator,223_2,Coal/Steam
1287,Region,2,-,Generators,Generator,223_3,Coal/Steam
1288,Region,3,-,Generators,Generator,316_1,Coal/Steam
1289,Region,3,-,Generators,Generator,316_2,Coal/Steam
1290,Region,3,-,Generators,Generator,316_3,Coal/Steam
1291,Region,3,-,Generators,Generator,316_4,Coal/Steam
1292,Region,1,-,Generators,Generator,122_1,Hydro
1293,Region,1,-,Generators,Generator,122_2,Hydro
1294,Region,1,-,Generators,Generator,122_3,Hydro
1295,Region,1,-,Generators,Generator,122_4,Hydro
1296,Region,1,-,Generators,Generator,122_5,Hydro
1297,Region,1,-,Generators,Generator,122_6,Hydro
1298,Region,2,-,Generators,Generator,201_4,Hydro
1299,Region,2,-,Generators,Generator,215_1,Hydro
1300,Region,2,-,Generators,Generator,215_2,Hydro
1301,Region,2,-,Generators,Generator,215_3,Hydro
1302,Region,2,-,Generators,Generator,222_1,Hydro
1303,Region,2,-,Generators,Generator,222_2,Hydro
1304,Region,2,-,Generators,Generator,222_3,Hydro
1305,Region,2,-,Generators,Generator,222_4,Hydro
1306,Region,2,-,Generators,Generator,222_5,Hydro
1307,Region,2,-,Generators,Generator,222_6,Hydro
1308,Region,2,-,Generators,Generator,222_7,Hydro
1309,Region,3,-,Generators,Generator,322_1,Hydro
1310,Region,3,-,Generators,Generator,322_2,Hydro
1311,Region,3,-,Generators,Generator,322_3,Hydro
1312,Region,3,-,Generators,Generator,322_4,Hydro
1313,Region,1,-,Generators,Generator,107_1,NG/CC
1314,Region,1,-,Generators,Generator,118_1,NG/CC
1315,Region,1,-,Generators,Generator,118_2,NG/CC
1316,Region,2,-,Generators,Generator,213_3,NG/CC
1317,Region,2,-,Generators,Generator,218_1,NG/CC
1318,Region,2,-,Generators,Generator,221_1,NG/CC
1319,Region,3,-,Generators,Generator,313_1,NG/CC
1320,Region,3,-,Generators,Generator,318_1,NG/CC
1321,Region,3,-,Generators,Generator,321_1,NG/CC
1322,Region,3,-,Generators,Generator,323_1,NG/CC
1323,Region,3,-,Generators,Generator,323_2,NG/CC
1324,Region,1,-,Generators,Generator,113_1,NG/CT
1325,Region,1,-,Generators,Generator,113_2,NG/CT
1326,Region,1,-,Generators,Generator,113_3,NG/CT
1327,Region,1,-,Generators,Generator,113_4,NG/CT
1328,Region,1,-,Generators,Generator,113_5,NG/CT
1329,Region,1,-,Generators,Generator,123_1,NG/CT
1330,Region,1,-,Generators,Generator,123_4,NG/CT
1331,Region,1,-,Generators,Generator,123_5,NG/CT
1332,Region,2,-,Generators,Generator,207_1,NG/CT
1333,Region,2,-,Generators,Generator,207_2,NG/CT
1334,Region,2,-,Generators,Generator,213_1,NG/CT
1335,Region,2,-,Generators,Generator,213_2,NG/CT
1336,Region,2,-,Generators,Generator,215_4,NG/CT
1337,Region,2,-,Generators,Generator,215_5,NG/CT
1338,Region,2,-,Generators,Generator,223_4,NG/CT
1339,Region,2,-,Generators,Generator,223_5,NG/CT
1340,Region,2,-,Generators,Generator,223_6,NG/CT
1341,Region,3,-,Generators,Generator,301_3,NG/CT
1342,Region,3,-,Generators,Generator,301_4,NG/CT
1343,Region,3,-,Generators,Generator,302_3,NG/CT
1344,Region,3,-,Generators,Generator,302_4,NG/CT
1345,Region,3,-,Generators,Generator,307_1,NG/CT
1346,Region,3,-,Generators,Generator,307_2,NG/CT
1347,Region,3,-,Generators,Generator,315_6,NG/CT
1348,Region,3,-,Generators,Generator,315_7,NG/CT
1349,Region,3,-,Generators,Generator,315_8,NG/CT
1350,Region,3,-,Generators,Generator,322_5,NG/CT
1351,Region,3,-,Generators,Generator,322_6,NG/CT
1352,Region,1,-,Generators,Generator,121_1,Nuclear
1353,Region,1,-,Generators,Generator,101_1,Oil/CT
1354,Region,1,-,Generators,Generator,101_2,Oil/CT
1355,Region,1,-,Generators,Generator,102_1,Oil/CT
1356,Region,1,-,Generators,Generator,102_2,Oil/CT
1357,Region,2,-,Generators,Generator,201_1,Oil/CT
1358,Region,2,-,Generators,Generator,201_2,Oil/CT
1359,Region,2,-,Generators,Generator,202_1,Oil/CT
1360,Region,2,-,Generators,Generator,202_2,Oil/CT
1361,Region,3,-,Generators,Generator,301_1,Oil/CT
1362,Region,3,-,Generators,Generator,301_2,Oil/CT
1363,Region,3,-,Generators,Generator,302_1,Oil/CT
1364,Region,3,-,Generators,Generator,302_2,Oil/CT
1365,Region,1,-,Generators,Generator,115_1,Oil/Steam
1366,Region,1,-,Generators,Generator,115_2,Oil/Steam
1367,Region,3,-,Generators,Generator,315_1,Oil/Steam
1368,Region,3,-,Generators,Generator,315_2,Oil/Steam
1369,Region,3,-,Generators,Generator,315_3,Oil/Steam
1370,Region,3,-,Generators,Generator,315_4,Oil/Steam
1371,Region,3,-,Generators,Generator,315_5,Oil/Steam
1372,Region,1,-,Generators,Generator,101_pv,PV
1373,Region,1,-,Generators,Generator,101_pv_2,PV
1374,Region,1,-,Generators,Generator,101_pv_3,PV
1375,Region,1,-,Generators,Generator,101_pv_4,PV
1376,Region,1,-,Generators,Generator,102_pv,PV
1377,Region,1,-,Generators,Generator,102_pv_2,PV
1378,Region,1,-,Generators,Generator,103_pv,PV
1379,Region,1,-,Generators,Generator,104_pv,PV
1380,Region,1,-,Generators,Generator,113_pv,PV
1381,Region,1,-,Generators,Generator,119_pv,PV
1382,Region,2,-,Generators,Generator,215_pv,PV
1383,Region,3,-,Generators,Generator,310_pv,PV
1384,Region,3,-,Generators,Generator,310_pv_2,PV
1385,Region,3,-,Generators,Generator,312_pv,PV
1386,Region,3,-,Generators,Generator,313_pv,PV
1387,Region,3,-,Generators,Generator,313_pv_2,PV
1388,Region,3,-,Generators,Generator,314_pv,PV
1389,Region,3,-,Generators,Generator,314_pv_2,PV
1390,Region,3,-,Generators,Generator,314_pv_3,PV
1391,Region,3,-,Generators,Generator,314_pv_4,PV
1392,Region,3,-,Generators,Generator,319_pv,PV
1393,Region,3,-,Generators,Generator,320_pv,PV
1394,Region,3,-,Generators,Generator,324_pv,PV
1395,Region,3,-,Generators,Generator,324_pv_2,PV
1396,Region,3,-,Generators,Generator,324_pv_3,PV
1397,Region,1,-,Generators,Generator,118_rtpv,RTPV
1398,Region,1,-,Generators,Generator,118_rtpv_10,RTPV
1399,Region,1,-,Generators,Generator,118_rtpv_2,RTPV
1400,Region,1,-,Generators,Generator,118_rtpv_3,RTPV
1401,Region,1,-,Generators,Generator,118_rtpv_4,RTPV
1402,Region,1,-,Generators,Generator,118_rtpv_5,RTPV
1403,Region,1,-,Generators,Generator,118_rtpv_6,RTPV
1404,Region,1,-,Generators,Generator,118_rtpv_7,RTPV
1405,Region,1,-,Generators,Generator,118_rtpv_8,RTPV
1406,Region,1,-,Generators,Generator,118_rtpv_9,RTPV
1407,Region,2,-,Generators,Generator,213_rtpv,RTPV
1408,Region,3,-,Generators,Generator,308_rtpv,RTPV
1409,Region,3,-,Generators,Generator,313_rtpv,RTPV
1410,Region,3,-,Generators,Generator,313_rtpv_10,RTPV
1411,Region,3,-,Generators,Generator,313_rtpv_11,RTPV
1412,Region,3,-,Generators,Generator,313_rtpv_12,RTPV
1413,Region,3,-,Generators,Generator,313_rtpv_13,RTPV
1414,Region,3,-,Generators,Generator,313_rtpv_2,RTPV
1415,Region,3,-,Generators,Generator,313_rtpv_3,RTPV
1416,Region,3,-,Generators,Generator,313_rtpv_4,RTPV
1417,Region,3,-,Generators,Generator,313_rtpv_5,RTPV
1418,Region,3,-,Generators,Generator,313_rtpv_6,RTPV
1419,Region,3,-,Generators,Generator,313_rtpv_7,RTPV
1420,Region,3,-,Generators,Generator,313_rtpv_8,RTPV
1421,Region,3,-,Generators,Generator,313_rtpv_9,RTPV
1422,Region,3,-,Generators,Generator,320_rtpv,RTPV
1423,Region,3,-,Generators,Generator,320_rtpv_2,RTPV
1424,Region,3,-,Generators,Generator,320_rtpv_3,RTPV
1425,Region,3,-,Generators,Generator,320_rtpv_4,RTPV
1426,Region,3,-,Generators,Generator,320_rtpv_5,RTPV
1427,Region,3,-,Generators,Generator,320_rtpv_6,RTPV
1428,Region,1,-,Generators,Generator,122_wind,Wind
1429,Region,3,-,Generators,Generator,303_wind,Wind
1430,Region,3,-,Generators,Generator,309_wind,Wind
1431,Region,3,-,Generators,Generator,317_wind,Wind
1432,Region,1,-,Emissions,Emission,CO2,-
1433,Region,1,-,Emissions,Emission,NOX,-
1434,Region,2,-,Emissions,Emission,CO2,-
1435,Region,2,-,Emissions,Emission,NOX,-
1436,Region,3,-,Emissions,Emission,CO2,-
1437,Region,3,-,Emissions,Emission,NOX,-
1438,Region,1,-,Regions,Region,1,-
1439,Region,1,-,Regions,Region,2,-
1440,Region,1,-,Regions,Region,3,-
1441,Region,2,-,Regions,Region,1,-
1442,Region,2,-,Regions,Region,2,-
1443,Region,2,-,Regions,Region,3,-
1444,Region,3,-,Regions,Region,1,-
1445,Region,3,-,Regions,Region,2,-
1446,Region,3,-,Regions,Region,3,-
1447,Zone,11,-,Generators,Generator,101_3,Coal/Steam
1448,Zone,11,-,Generators,Generator,101_4,Coal/Steam
1449,Zone,11,-,Generators,Generator,101_5,Coal/Steam
1450,Zone,11,-,Generators,Generator,102_3,Coal/Steam
1451,Zone,11,-,Generators,Generator,102_4,Coal/Steam
1452,Zone,12,-,Generators,Generator,115_3,Coal/Steam
1453,Zone,12,-,Generators,Generator,116_1,Coal/Steam
1454,Zone,12,-,Generators,Generator,123_2,Coal/Steam
1455,Zone,12,-,Generators,Generator,123_3,Coal/Steam
1456,Zone,21,-,Generators,Generator,201_3,Coal/Steam
1457,Zone,21,-,Generators,Generator,202_3,Coal/Steam
1458,Zone,21,-,Generators,Generator,202_4,Coal/Steam
1459,Zone,22,-,Generators,Generator,216_1,Coal/Steam
1460,Zone,22,-,Generators,Generator,223_1,Coal/Steam
1461,Zone,22,-,Generators,Generator,223_2,Coal/Steam
1462,Zone,22,-,Generators,Generator,223_3,Coal/Steam
1463,Zone,32,-,Generators,Generator,316_1,Coal/Steam
1464,Zone,32,-,Generators,Generator,316_2,Coal/Steam
1465,Zone,32,-,Generators,Generator,316_3,Coal/Steam
1466,Zone,32,-,Generators,Generator,316_4,Coal/Steam
1467,Zone,12,-,Generators,Generator,122_1,Hydro
1468,Zone,12,-,Generators,Generator,122_2,Hydro
1469,Zone,12,-,Generators,Generator,122_3,Hydro
1470,Zone,12,-,Generators,Generator,122_4,Hydro
1471,Zone,12,-,Generators,Generator,122_5,Hydro
1472,Zone,12,-,Generators,Generator,122_6,Hydro
1473,Zone,21,-,Generators,Generator,201_4,Hydro
1474,Zone,22,-,Generators,Generator,215_1,Hydro
1475,Zone,22,-,Generators,Generator,215_2,Hydro
1476,Zone,22,-,Generators,Generator,215_3,Hydro
1477,Zone,22,-,Generators,Generator,222_1,Hydro
1478,Zone,22,-,Generators,Generator,222_2,Hydro
1479,Zone,22,-,Generators,Generator,222_3,Hydro
1480,Zone,22,-,Generators,Generator,222_4,Hydro
1481,Zone,22,-,Generators,Generator,222_5,Hydro
1482,Zone,22,-,Generators,Generator,222_6,Hydro
1483,Zone,22,-,Generators,Generator,222_7,Hydro
1484,Zone,32,-,Generators,Generator,322_1,Hydro
1485,Zone,32,-,Generators,Generator,322_2,Hydro
1486,Zone,32,-,Generators,Generator,322_3,Hydro
1487,Zone,32,-,Generators,Generator,322_4,Hydro
1488,Zone,11,-,Generators,Generator,107_1,NG/CC
1489,Zone,12,-,Generators,Generator,118_1,NG/CC
1490,Zone,12,-,Generators,Generator,118_2,NG/CC
1491,Zone,22,-,Generators,Generator,213_3,NG/CC
1492,Zone,22,-,Generators,Generator,218_1,NG/CC
1493,Zone,22,-,Generators,Generator,221_1,NG/CC
1494,Zone,32,-,Generators,Generator,313_1,NG/CC
1495,Zone,32,-,Generators,Generator,318_1,NG/CC
1496,Zone,32,-,Generators,Generator,321_1,NG/CC
1497,Zone,32,-,Generators,Generator,323_1,NG/CC
1498,Zone,32,-,Generators,Generator,323_2,NG/CC
1499,Zone,12,-,Generators,Generator,113_1,NG/CT
1500,Zone,12,-,Generators,Generator,113_2,NG/CT
1501,Zone,12,-,Generators,Generator,113_3,NG/CT
1502,Zone,12,-,Generators,Generator,113_4,NG/CT
1503,Zone,12,-,Generators,Generator,113_5,NG/CT
